measure 0,-,-,-,-,-,-
barline.regular,10,2,barline.regular,10,1,True
half.noBeam.down.pos7,10,0,quarter.noBeam.down.pos1,10,0,True
rest.quarter,10,1,>,10,0,True
quarter.noBeam.up.pos0,10,2,quarter.noBeam.down.pos6,10,0,True
barline.regular,10,2,>,10,0,True
barline.return-to-top,10,2,quarter.noBeam.down.pos10,10,0,True
-,-,-,duration.dot.pos2,10,0,True
-,-,-,>,10,0,True
-,-,-,duration.dot.pos6,10,0,True
-,-,-,>,10,0,True
-,-,-,duration.dot.pos10,10,0,True
-,-,-,rest.quarter,10,1,True
-,-,-,duration.dot.pos5,10,1,True
-,-,-,barline.regular,10,1,True
-,-,-,quarter.noBeam.down.pos5,10,0,True
-,-,-,>,10,0,True
-,-,-,quarter.noBeam.down.pos9,10,0,True
-,-,-,duration.dot.pos6,10,0,True
-,-,-,>,10,0,True
-,-,-,duration.dot.pos10,10,0,True
-,-,-,rest.quarter,10,1,True
-,-,-,duration.dot.pos5,10,1,True
-,-,-,barline.regular,10,1,True
-,-,-,barline.return-to-top,10,1,True
measure 11,-,-,-,-,-,-
half.noBeam.down.pos7,11,0,quarter.noBeam.up.pos-5,11,0,True
accid.flat.pos6,11,1,>,11,0,True
half.noBeam.down.pos6,11,1,quarter.noBeam.up.pos0,11,0,True
barline.regular,11,1,rest.eighth,11,1,True
quarter.noBeam.down.pos6,11,0,rest.quarter,11,2,True
half.noBeam.down.pos5,11,1,duration.dot.pos5,11,2,True
quarter.noBeam.down.pos4,11,2,barline.final,11,3,True
tie.start.pos4,11,2,quarter.noBeam.up.pos-5,11,0,True
barline.regular,11,2,>,11,0,True
half.noBeam.down.pos8,11,0,quarter.noBeam.up.pos0,11,0,True
quarter.noBeam.down.pos7,11,1,rest.eighth,11,1,True
quarter.noBeam.up.pos1,11,2,rest.quarter,11,2,True
>,11,2,duration.dot.pos5,11,2,True
quarter.noBeam.up.pos6,11,2,barline.final,11,3,True
barline.regular,11,2,quarter.noBeam.up.pos-1,11,0,True
quarter.noBeam.up.pos3,11,0,>,11,0,True
quarter.noBeam.down.pos5,11,1,quarter.noBeam.up.pos3,11,0,True
quarter.noBeam.down.pos8,11,2,rest.eighth,11,1,True
quarter.noBeam.up.pos-2,11,3,rest.quarter,11,2,True
barline.regular,11,3,duration.dot.pos5,11,2,True
barline.return-to-top,11,3,barline.final,11,3,True
-,-,-,quarter.noBeam.up.pos-2,11,0,True
-,-,-,>,11,0,True
-,-,-,quarter.noBeam.up.pos2,11,0,True
-,-,-,rest.eighth,11,1,True
-,-,-,rest.quarter,11,2,True
-,-,-,duration.dot.pos5,11,2,True
-,-,-,barline.final,11,3,True
-,-,-,barline.return-to-top,11,3,True
measure 12,-,-,-,-,-,-
half.noBeam.down.pos5,12,1,timeSig.4/4,12,0,True
quarter.noBeam.down.pos4,12,2,dynamics.p,12,1,True
quarter.noBeam.up.pos0,12,3,>,12,2,True
barline.regular,12,3,half.noBeam.down.pos7,12,2,True
quarter.noBeam.down.pos4,12,2,quarter.noBeam.down.pos4,12,3,True
quarter.noBeam.up.pos3,12,3,duration.dot.pos4,12,3,True
accid.flat.pos-1,12,4,eighth.noBeam.up.pos3,12,4,True
quarter.noBeam.up.pos-1,12,4,barline.regular,12,4,True
quarter.noBeam.up.pos-3,12,5,timeSig.4/4,12,0,True
barline.regular,12,5,dynamics.p,12,1,True
quarter.noBeam.up.pos2,12,2,>,12,2,True
>,12,2,half.noBeam.up.pos0,12,2,True
quarter.noBeam.up.pos6,12,2,duration.dot.pos0,12,2,True
half.noBeam.up.pos2,12,3,quarter.noBeam.up.pos-3,12,3,True
quarter.noBeam.up.pos1,12,4,barline.regular,12,3,True
barline.regular,12,4,timeSig.4/4,12,0,True
quarter.noBeam.up.pos1,12,2,dynamics.p,12,1,True
quarter.noBeam.up.pos3,12,3,>,12,2,True
quarter.noBeam.down.pos6,12,4,whole.noBeam.up.pos1,12,2,True
accid.flat.pos4,12,5,barline.regular,12,2,True
quarter.noBeam.down.pos4,12,5,timeSig.4/4,12,0,False
barline.regular,12,5,dynamics.p,12,1,False
barline.return-to-top,12,5,>,12,2,False
-,-,-,half.noBeam.up.pos3,12,2,False
-,-,-,half.noBeam.up.pos0,12,3,False
-,-,-,barline.regular,12,3,False
-,-,-,barline.return-to-top,12,3,False
measure 13,-,-,-,-,-,-
dynamics.f,13,0,quarter.noBeam.up.pos2,13,0,False
>,13,1,quarter.noBeam.up.pos1,13,1,False
acciaccatura.16th.start.up.pos0,13,1,rest.quarter,13,2,False
>,13,2,quarter.noBeam.down.pos5,13,3,False
acciaccatura.16th.stop.up.pos3,13,2,>,13,3,False
>,13,3,articulation.accent.pos4,13,3,False
half.noBeam.down.pos10,13,3,barline.regular,13,3,False
quarter.noBeam.down.pos7,13,4,rest.quarter,13,0,False
duration.dot.pos8,13,4,quarter.noBeam.up.pos-2,13,1,False
accid.flat.pos6,13,5,quarter.noBeam.up.pos-2,13,2,False
eighth.noBeam.down.pos6,13,5,rest.quarter,13,3,False
barline.regular,13,5,barline.regular,13,3,False
dynamics.f,13,0,rest.quarter,13,0,False
>,13,1,quarter.noBeam.up.pos-1,13,1,False
half.noBeam.up.pos3,13,1,quarter.noBeam.up.pos-1,13,2,False
quarter.noBeam.up.pos3,13,2,rest.quarter,13,3,False
quarter.noBeam.up.pos0,13,3,barline.regular,13,3,False
barline.regular,13,3,rest.quarter,13,0,False
dynamics.f,13,0,quarter.noBeam.up.pos1,13,1,False
>,13,1,quarter.noBeam.up.pos1,13,2,False
whole.noBeam.up.pos2,13,1,rest.quarter,13,3,False
>,13,1,barline.regular,13,3,False
whole.noBeam.down.pos6,13,1,barline.return-to-top,13,3,False
barline.regular,13,1,-,-,-,-
dynamics.f,13,0,-,-,-,-
>,13,1,-,-,-,-
whole.noBeam.up.pos-4,13,1,-,-,-,-
>,13,1,-,-,-,-
whole.noBeam.up.pos1,13,1,-,-,-,-
barline.regular,13,1,-,-,-,-
barline.return-to-top,13,1,-,-,-,-
measure 14,-,-,-,-,-,-
dynamics.p,14,0,quarter.noBeam.up.pos2,14,0,False
>,14,1,quarter.noBeam.up.pos1,14,1,False
quarter.noBeam.down.pos5,14,1,rest.half,14,2,False
quarter.noBeam.down.pos4,14,2,barline.regular,14,2,False
rest.quarter,14,3,rest.quarter,14,0,False
quarter.noBeam.down.pos8,14,4,quarter.noBeam.up.pos-2,14,1,False
>,14,4,quarter.noBeam.up.pos-2,14,2,False
articulation.accent.pos8,14,4,rest.quarter,14,3,False
barline.regular,14,4,barline.regular,14,3,False
rest.quarter,14,0,rest.quarter,14,0,False
dynamics.p,14,1,quarter.noBeam.up.pos-2,14,1,False
>,14,2,quarter.noBeam.up.pos-2,14,2,False
quarter.noBeam.up.pos1,14,2,rest.quarter,14,3,False
quarter.noBeam.up.pos1,14,3,barline.regular,14,3,False
rest.quarter,14,4,rest.quarter,14,0,False
barline.regular,14,4,quarter.noBeam.up.pos1,14,1,False
rest.quarter,14,0,quarter.noBeam.up.pos1,14,2,False
dynamics.p,14,1,rest.quarter,14,3,False
>,14,2,barline.regular,14,3,False
quarter.noBeam.up.pos2,14,2,barline.return-to-top,14,3,False
quarter.noBeam.up.pos2,14,3,-,-,-,-
rest.quarter,14,4,-,-,-,-
barline.regular,14,4,-,-,-,-
rest.quarter,14,0,-,-,-,-
dynamics.p,14,1,-,-,-,-
>,14,2,-,-,-,-
accid.flat.pos4,14,2,-,-,-,-
quarter.noBeam.down.pos4,14,2,-,-,-,-
quarter.noBeam.down.pos4,14,3,-,-,-,-
rest.quarter,14,4,-,-,-,-
barline.regular,14,4,-,-,-,-
barline.return-to-top,14,4,-,-,-,-
measure 15,-,-,-,-,-,-
quarter.noBeam.down.pos5,15,0,half.noBeam.up.pos2,15,0,False
accid.natural.pos4,15,1,quarter.noBeam.up.pos0,15,1,False
quarter.noBeam.down.pos4,15,1,duration.dot.pos0,15,1,False
rest.half,15,2,eighth.noBeam.up.pos-1,15,2,False
barline.regular,15,2,barline.regular,15,2,False
rest.quarter,15,0,half.noBeam.up.pos-2,15,0,False
quarter.noBeam.up.pos1,15,1,accid.natural.pos-3,15,1,False
quarter.noBeam.up.pos1,15,2,half.noBeam.up.pos-3,15,1,False
rest.quarter,15,3,barline.regular,15,1,False
barline.regular,15,3,half.noBeam.up.pos-1,15,0,False
rest.quarter,15,0,half.noBeam.up.pos0,15,1,False
quarter.noBeam.up.pos1,15,1,barline.regular,15,1,False
>,15,1,whole.noBeam.up.pos0,15,0,False
quarter.noBeam.up.pos5,15,1,barline.regular,15,0,False
quarter.noBeam.up.pos1,15,2,barline.return-to-top,15,0,False
>,15,2,-,-,-,-
quarter.noBeam.up.pos5,15,2,-,-,-,-
rest.quarter,15,3,-,-,-,-
barline.regular,15,3,-,-,-,-
rest.quarter,15,0,-,-,-,-
quarter.noBeam.up.pos0,15,1,-,-,-,-
quarter.noBeam.up.pos0,15,2,-,-,-,-
rest.quarter,15,3,-,-,-,-
barline.regular,15,3,-,-,-,-
barline.return-to-top,15,3,-,-,-,-
measure 16,-,-,-,-,-,-
half.noBeam.down.pos5,16,0,half.noBeam.up.pos-2,16,0,False
quarter.noBeam.up.pos3,16,1,rest.quarter,16,1,False
duration.dot.pos4,16,1,quarter.noBeam.up.pos2,16,2,False
eighth.noBeam.up.pos2,16,2,barline.regular,16,2,False
barline.regular,16,2,half.noBeam.up.pos-5,16,0,False
dynamics.p,16,0,rest.half,16,1,False
>,16,1,barline.regular,16,1,False
half.noBeam.up.pos-2,16,1,half.noBeam.up.pos-1,16,0,False
accid.natural.pos0,16,2,rest.half,16,1,False
half.noBeam.up.pos0,16,2,barline.regular,16,1,False
barline.regular,16,2,half.noBeam.up.pos-4,16,0,False
dynamics.p,16,0,rest.half,16,1,False
>,16,1,barline.regular,16,1,False
half.noBeam.up.pos2,16,1,barline.return-to-top,16,1,False
half.noBeam.up.pos3,16,2,-,-,-,-
barline.regular,16,2,-,-,-,-
dynamics.p,16,0,-,-,-,-
>,16,1,-,-,-,-
whole.noBeam.up.pos3,16,1,-,-,-,-
barline.regular,16,1,-,-,-,-
barline.return-to-top,16,1,-,-,-,-
measure 17,-,-,-,-,-,-
half.noBeam.up.pos1,17,0,quarter.noBeam.down.pos5,17,0,False
rest.half,17,1,quarter.noBeam.down.pos7,17,1,False
barline.regular,17,1,quarter.noBeam.down.pos10,17,2,False
half.noBeam.up.pos-2,17,0,dynamics.p,17,3,False
half.noBeam.up.pos-1,17,1,>,17,4,False
barline.regular,17,1,quarter.noBeam.down.pos9,17,4,False
whole.noBeam.up.pos2,17,0,barline.regular,17,4,False
barline.regular,17,0,rest.half,17,0,False
half.noBeam.up.pos3,17,0,rest.quarter,17,1,False
accid.natural.pos2,17,1,quarter.noBeam.up.pos-2,17,2,False
half.noBeam.up.pos2,17,1,barline.regular,17,2,False
barline.regular,17,1,rest.whole,17,0,False
barline.return-to-top,17,1,barline.regular,17,0,False
-,-,-,rest.whole,17,0,False
-,-,-,barline.regular,17,0,False
-,-,-,barline.return-to-top,17,0,False
measure 18,-,-,-,-,-,-
half.noBeam.down.pos5,18,0,accid.sharp.pos8,18,0,False
articulation.accent.pos2,18,1,quarter.noBeam.down.pos8,18,0,False
>,18,1,quarter.noBeam.down.pos7,18,1,False
quarter.noBeam.up.pos3,18,1,quarter.noBeam.down.pos6,18,2,False
duration.dot.pos4,18,1,quarter.noBeam.down.pos5,18,3,False
eighth.noBeam.up.pos2,18,2,barline.regular,18,3,False
barline.regular,18,2,quarter.noBeam.up.pos-1,18,0,False
half.noBeam.up.pos1,18,0,accid.sharp.pos1,18,1,False
accid.natural.pos0,18,1,quarter.noBeam.up.pos1,18,1,False
articulation.accent.pos0,18,1,quarter.noBeam.down.pos4,18,2,False
>,18,1,dynamics.p,18,3,False
half.noBeam.up.pos0,18,1,>,18,4,False
barline.regular,18,1,accid.natural.pos3,18,4,False
half.noBeam.up.pos2,18,0,quarter.noBeam.up.pos3,18,4,False
articulation.accent.pos2,18,1,tie.start.pos3,18,4,False
>,18,1,barline.regular,18,4,False
half.noBeam.up.pos3,18,1,rest.half,18,0,False
barline.regular,18,1,rest.quarter,18,1,False
half.noBeam.up.pos3,18,0,quarter.noBeam.up.pos-2,18,2,False
articulation.accent.pos-4,18,1,barline.regular,18,2,False
>,18,1,rest.whole,18,0,False
half.noBeam.up.pos-4,18,1,barline.regular,18,0,False
barline.regular,18,1,barline.return-to-top,18,0,False
barline.return-to-top,18,1,-,-,-,-
measure 19,-,-,-,-,-,-
quarter.noBeam.up.pos1,19,0,half.noBeam.down.pos4,19,0,False
rest.quarter,19,1,quarter.noBeam.down.pos5,19,1,False
rest.half,19,2,quarter.noBeam.down.pos6,19,2,False
barline.regular,19,2,barline.regular,19,2,False
quarter.noBeam.up.pos-2,19,0,quarter.noBeam.up.pos3,19,0,False
rest.quarter,19,1,quarter.noBeam.up.pos2,19,1,False
rest.eighth,19,2,accid.natural.pos3,19,2,False
accid.natural.pos-3,19,3,quarter.noBeam.up.pos3,19,2,False
eighth.start.up.pos-3,19,3,accid.natural.pos4,19,3,False
eighth.continue.up.pos-2,19,4,quarter.noBeam.down.pos4,19,3,False
accid.natural.pos0,19,5,barline.regular,19,3,False
eighth.stop.up.pos0,19,5,quarter.noBeam.up.pos1,19,0,False
barline.regular,19,5,quarter.noBeam.up.pos3,19,1,False
eighth.start.up.pos2,19,0,quarter.noBeam.down.pos6,19,2,False
accid.flat.pos-2,19,1,dynamics.p,19,3,False
articulation.accent.pos-2,19,1,>,19,4,False
>,19,1,quarter.noBeam.down.pos5,19,4,False
eighth.continue.up.pos-2,19,1,tie.start.pos5,19,4,False
eighth.continue.up.pos-3,19,2,barline.regular,19,4,False
eighth.stop.up.pos0,19,3,rest.half,19,0,False
half.noBeam.up.pos2,19,4,rest.quarter,19,1,True
tie.start.pos2,19,4,quarter.noBeam.up.pos0,19,2,False
barline.regular,19,4,barline.regular,19,2,False
rest.half,19,0,barline.return-to-top,19,2,False
>,19,1,-,-,-,-
whole.noBeam.up.pos-1,19,1,-,-,-,-
tie.start.pos-1,19,1,-,-,-,-
rest.half,19,2,-,-,-,-
barline.regular,19,2,-,-,-,-
barline.return-to-top,19,2,-,-,-,-
measure 20,-,-,-,-,-,-
rest.eighth,20,0,quarter.noBeam.down.pos7,20,0,False
eighth.start.down.pos5,20,1,rest.quarter,20,1,False
eighth.continue.down.pos8,20,2,rest.quarter,20,2,False
eighth.stop.down.pos10,20,3,quarter.noBeam.down.pos5,20,3,False
eighth.start.down.pos12,20,4,barline.regular,20,3,False
eighth.continue.down.pos10,20,5,quarter.noBeam.down.pos5,20,0,False
eighth.continue.down.pos8,20,6,rest.quarter,20,1,False
eighth.stop.down.pos6,20,7,rest.quarter,20,2,False
barline.regular,20,7,quarter.noBeam.down.pos4,20,3,False
whole.noBeam.up.pos1,20,0,barline.regular,20,3,False
barline.regular,20,0,quarter.noBeam.down.pos5,20,0,False
tie.end.pos2,20,0,quarter.noBeam.down.pos4,20,1,False
whole.noBeam.up.pos2,20,0,quarter.noBeam.down.pos5,20,2,False
tie.start.pos2,20,0,accid.natural.pos6,20,3,False
barline.regular,20,0,quarter.noBeam.down.pos6,20,3,False
whole.noBeam.up.pos-1,20,0,barline.regular,20,3,False
barline.regular,20,0,quarter.noBeam.up.pos3,20,0,False
barline.return-to-top,20,0,quarter.noBeam.down.pos5,20,1,False
-,-,-,quarter.noBeam.down.pos8,20,2,False
-,-,-,dynamics.p,20,3,True
-,-,-,>,20,4,True
-,-,-,quarter.noBeam.down.pos7,20,4,False
-,-,-,barline.regular,20,4,False
-,-,-,barline.return-to-top,20,4,False
measure 21,-,-,-,-,-,-
quarter.noBeam.down.pos5,21,0,quarter.noBeam.down.pos8,21,0,False
accid.natural.pos4,21,1,quarter.noBeam.down.pos10,21,1,False
quarter.noBeam.down.pos4,21,1,accid.flat.pos13,21,2,False
rest.half,21,2,quarter.noBeam.down.pos13,21,2,False
barline.regular,21,2,quarter.noBeam.down.pos12,21,3,False
half.noBeam.up.pos1,21,0,barline.regular,21,3,False
tie.start.pos1,21,0,quarter.noBeam.up.pos3,21,0,False
eighth.start.up.pos1,21,1,quarter.noBeam.down.pos5,21,1,False
eighth.continue.up.pos3,21,2,half.noBeam.down.pos8,21,2,False
eighth.continue.up.pos2,21,3,tie.start.pos8,21,2,False
eighth.stop.up.pos5,21,4,barline.regular,21,2,False
barline.regular,21,4,quarter.noBeam.down.pos4,21,0,False
eighth.start.up.pos2,21,0,rest.quarter,21,1,False
eighth.continue.up.pos2,21,1,rest.quarter,21,2,False
eighth.continue.up.pos1,21,2,quarter.noBeam.down.pos4,21,3,False
eighth.stop.up.pos5,21,3,barline.regular,21,3,False
half.noBeam.down.pos7,21,4,half.noBeam.down.pos6,21,0,False
tie.start.pos7,21,4,half.noBeam.down.pos8,21,1,False
barline.regular,21,4,barline.regular,21,1,False
whole.noBeam.up.pos0,21,0,barline.return-to-top,21,1,False
tie.start.pos0,21,0,-,-,-,-
barline.regular,21,0,-,-,-,-
barline.return-to-top,21,0,-,-,-,-
measure 22,-,-,-,-,-,-
rest.eighth,22,1,accid.natural.pos11,22,0,False
dynamics.p,22,2,quarter.noBeam.down.pos11,22,0,False
>,22,3,accid.flat.pos10,22,1,False
eighth.start.down.pos6,22,3,quarter.noBeam.down.pos10,22,1,False
eighth.continue.down.pos8,22,4,quarter.noBeam.down.pos9,22,2,False
eighth.stop.down.pos10,22,5,quarter.noBeam.down.pos8,22,3,False
eighth.start.down.pos13,22,6,barline.regular,22,3,False
eighth.continue.down.pos10,22,7,quarter.noBeam.down.pos8,22,0,False
eighth.continue.down.pos8,22,8,quarter.noBeam.down.pos6,22,1,False
eighth.stop.down.pos6,22,9,quarter.noBeam.down.pos7,22,2,False
barline.regular,22,9,quarter.noBeam.down.pos6,22,3,False
accid.natural.pos4,22,2,tie.start.pos6,22,3,False
whole.noBeam.up.pos4,22,2,barline.regular,22,3,False
barline.regular,22,2,quarter.noBeam.down.pos5,22,0,False
whole.noBeam.down.pos7,22,2,quarter.noBeam.down.pos7,22,1,False
barline.regular,22,2,accid.natural.pos10,22,2,False
whole.noBeam.up.pos0,22,2,half.noBeam.down.pos10,22,2,False
barline.regular,22,2,barline.regular,22,2,False
barline.return-to-top,22,2,half.noBeam.down.pos7,22,0,False
-,-,-,rest.quarter,22,1,False
-,-,-,quarter.noBeam.up.pos0,22,2,False
-,-,-,barline.regular,22,2,False
-,-,-,barline.return-to-top,22,2,False
measure 23,-,-,-,-,-,-
quarter.noBeam.down.pos6,23,0,half.noBeam.down.pos7,23,0,False
quarter.noBeam.down.pos5,23,1,accid.flat.pos6,23,1,False
rest.half,23,2,half.noBeam.down.pos6,23,1,False
barline.regular,23,2,barline.regular,23,1,False
articulation.accent.pos2,23,0,quarter.noBeam.down.pos6,23,0,False
>,23,0,half.noBeam.down.pos5,23,1,False
half.noBeam.up.pos3,23,0,quarter.noBeam.down.pos4,23,2,False
rest.eighth,23,1,tie.start.pos4,23,2,False
eighth.start.up.pos-5,23,2,barline.regular,23,2,False
eighth.continue.up.pos-4,23,3,half.noBeam.down.pos8,23,0,False
eighth.stop.up.pos-3,23,4,quarter.noBeam.down.pos7,23,1,False
barline.regular,23,4,quarter.noBeam.up.pos1,23,2,False
rest.eighth,23,0,>,23,2,False
eighth.start.up.pos-2,23,1,quarter.noBeam.up.pos6,23,2,False
eighth.continue.up.pos-1,23,2,barline.regular,23,2,False
eighth.stop.up.pos2,23,3,quarter.noBeam.up.pos3,23,0,False
half.noBeam.down.pos4,23,4,quarter.noBeam.down.pos5,23,1,False
tie.start.pos4,23,4,quarter.noBeam.down.pos8,23,2,False
barline.regular,23,4,quarter.noBeam.up.pos-2,23,3,False
whole.noBeam.up.pos1,23,0,barline.regular,23,3,False
tie.start.pos1,23,0,barline.return-to-top,23,3,False
barline.regular,23,0,-,-,-,-
barline.return-to-top,23,0,-,-,-,-
measure 24,-,-,-,-,-,-
rest.eighth,24,0,half.noBeam.down.pos5,24,0,False
eighth.start.up.pos2,24,1,quarter.noBeam.down.pos4,24,1,False
eighth.continue.up.pos3,24,2,quarter.noBeam.up.pos0,24,2,False
eighth.stop.up.pos5,24,3,barline.regular,24,2,False
eighth.start.down.pos8,24,4,quarter.noBeam.down.pos4,24,0,False
eighth.continue.down.pos7,24,5,quarter.noBeam.up.pos3,24,1,False
eighth.continue.down.pos6,24,6,accid.flat.pos-1,24,2,False
eighth.stop.down.pos5,24,7,quarter.noBeam.up.pos-1,24,2,False
barline.regular,24,7,quarter.noBeam.up.pos-3,24,3,False
whole.noBeam.up.pos0,24,0,barline.regular,24,3,False
barline.regular,24,0,quarter.noBeam.down.pos2,24,0,True
whole.noBeam.up.pos4,24,0,>,24,0,False
barline.regular,24,0,quarter.noBeam.down.pos6,24,0,True
whole.noBeam.up.pos1,24,0,half.noBeam.up.pos2,24,1,False
barline.regular,24,0,quarter.noBeam.up.pos1,24,2,False
barline.return-to-top,24,0,barline.regular,24,2,False
-,-,-,quarter.noBeam.up.pos1,24,0,False
-,-,-,quarter.noBeam.up.pos3,24,1,False
-,-,-,quarter.noBeam.down.pos6,24,2,False
-,-,-,accid.flat.pos4,24,3,False
-,-,-,quarter.noBeam.down.pos4,24,3,False
-,-,-,barline.regular,24,3,False
-,-,-,barline.return-to-top,24,3,False
measure 25,-,-,-,-,-,-
dynamics.f,25,0,dynamics.f,25,0,False
>,25,1,>,25,1,False
half.noBeam.down.pos12,25,1,acciaccatura.eighth.noBeam.up.pos0,25,1,True
tie.start.pos12,25,1,>,25,2,False
eighth.start.down.pos12,25,2,acciaccatura.quarter.noBeam.up.pos3,25,2,True
accid.natural.pos11,25,3,>,25,3,False
eighth.continue.down.pos11,25,3,accid.flat.pos10,25,3,True
accid.natural.pos10,25,4,half.noBeam.down.pos10,25,3,False
eighth.continue.down.pos10,25,4,quarter.noBeam.down.pos7,25,4,False
eighth.stop.down.pos9,25,5,duration.dot.pos8,25,4,False
barline.regular,25,5,accid.flat.pos6,25,5,False
dynamics.f,25,0,eighth.noBeam.down.pos6,25,5,False
>,25,1,barline.regular,25,5,False
half.noBeam.down.pos7,25,1,dynamics.f,25,0,False
tie.start.pos7,25,1,>,25,1,False
eighth.start.down.pos7,25,2,half.noBeam.up.pos3,25,1,False
eighth.continue.down.pos6,25,3,tie.start.pos3,25,1,True
eighth.continue.down.pos5,25,4,quarter.noBeam.up.pos3,25,2,False
accid.natural.pos4,25,5,quarter.noBeam.up.pos0,25,3,False
eighth.stop.down.pos4,25,5,barline.regular,25,3,False
barline.regular,25,5,dynamics.f,25,0,False
dynamics.f,25,0,>,25,1,False
>,25,1,whole.noBeam.up.pos2,25,1,False
accid.sharp.pos0,25,1,>,25,1,False
eighth.start.down.pos0,25,1,whole.noBeam.down.pos6,25,1,False
accid.sharp.pos7,25,2,barline.regular,25,1,False
eighth.continue.down.pos7,25,2,dynamics.f,25,0,False
eighth.continue.down.pos7,25,3,>,25,1,False
eighth.stop.down.pos8,25,4,whole.noBeam.up.pos-4,25,1,False
quarter.noBeam.down.pos8,25,5,>,25,1,False
rest.quarter,25,6,whole.noBeam.up.pos1,25,1,False
barline.regular,25,6,barline.regular,25,1,False
dynamics.f,25,0,barline.return-to-top,25,1,False
>,25,1,-,-,-,-
accid.sharp.pos-1,25,1,-,-,-,-
eighth.start.up.pos-1,25,1,-,-,-,-
accid.sharp.pos6,25,2,-,-,-,-
eighth.continue.up.pos6,25,2,-,-,-,-
eighth.continue.up.pos6,25,3,-,-,-,-
eighth.stop.up.pos7,25,4,-,-,-,-
quarter.noBeam.down.pos7,25,5,-,-,-,-
rest.quarter,25,6,-,-,-,-
barline.regular,25,6,-,-,-,-
barline.return-to-top,25,6,-,-,-,-
measure 26,-,-,-,-,-,-
dynamics.f,26,0,dynamics.p,26,0,False
>,26,1,>,26,1,False
half.noBeam.down.pos5,26,1,quarter.noBeam.down.pos5,26,1,False
tie.start.pos5,26,1,quarter.noBeam.down.pos4,26,2,False
eighth.start.up.pos5,26,2,rest.quarter,26,3,False
accid.natural.pos4,26,3,quarter.noBeam.down.pos8,26,4,False
eighth.continue.up.pos4,26,3,>,26,4,False
accid.natural.pos3,26,4,articulation.accent.pos8,26,4,False
eighth.continue.up.pos3,26,4,barline.regular,26,4,False
eighth.stop.up.pos2,26,5,rest.quarter,26,0,False
barline.regular,26,5,dynamics.p,26,1,False
dynamics.f,26,0,>,26,2,False
>,26,1,quarter.noBeam.up.pos1,26,2,False
half.noBeam.down.pos7,26,1,quarter.noBeam.up.pos1,26,3,False
tie.start.pos7,26,1,rest.quarter,26,4,False
eighth.start.down.pos7,26,2,barline.regular,26,4,False
eighth.continue.down.pos6,26,3,rest.quarter,26,0,False
eighth.continue.down.pos5,26,4,dynamics.p,26,1,False
accid.natural.pos4,26,5,>,26,2,False
eighth.stop.down.pos4,26,5,quarter.noBeam.up.pos2,26,2,False
barline.regular,26,5,quarter.noBeam.up.pos2,26,3,False
dynamics.f,26,0,rest.quarter,26,4,False
>,26,1,barline.regular,26,4,False
accid.sharp.pos0,26,1,rest.quarter,26,0,False
eighth.start.down.pos0,26,1,dynamics.p,26,1,False
accid.sharp.pos7,26,2,>,26,2,False
eighth.continue.down.pos7,26,2,accid.flat.pos4,26,2,False
eighth.continue.down.pos7,26,3,quarter.noBeam.down.pos4,26,2,False
eighth.stop.down.pos8,26,4,quarter.noBeam.down.pos4,26,3,False
quarter.noBeam.down.pos8,26,5,rest.quarter,26,4,False
rest.quarter,26,6,barline.regular,26,4,False
barline.regular,26,6,barline.return-to-top,26,4,False
dynamics.f,26,0,-,-,-,-
>,26,1,-,-,-,-
accid.sharp.pos-1,26,1,-,-,-,-
eighth.start.up.pos-1,26,1,-,-,-,-
accid.sharp.pos6,26,2,-,-,-,-
eighth.continue.up.pos6,26,2,-,-,-,-
eighth.continue.up.pos6,26,3,-,-,-,-
eighth.stop.up.pos7,26,4,-,-,-,-
quarter.noBeam.down.pos7,26,5,-,-,-,-
rest.quarter,26,6,-,-,-,-
barline.regular,26,6,-,-,-,-
barline.return-to-top,26,6,-,-,-,-
measure 27,-,-,-,-,-,-
dynamics.mp,27,0,quarter.noBeam.down.pos5,27,0,False
>,27,1,accid.natural.pos4,27,1,False
half.noBeam.down.pos5,27,1,quarter.noBeam.down.pos4,27,1,False
quarter.noBeam.up.pos2,27,2,rest.half,27,2,False
duration.dot.pos2,27,2,barline.regular,27,2,False
eighth.noBeam.up.pos1,27,3,rest.quarter,27,0,False
barline.regular,27,3,quarter.noBeam.up.pos1,27,1,False
dynamics.mp,27,0,quarter.noBeam.up.pos1,27,2,False
>,27,1,rest.quarter,27,3,False
quarter.noBeam.down.pos5,27,1,barline.regular,27,3,False
